frame,track_id,x,y,w,h,gt_x,gt_y,gt_w,gt_h
140,7,407,237,33,51,380,159,69,156
140,8,479,153,68,36,380,159,69,156
141,7,407,236,37,51,383,156,69,158
141,8,479,148,64,41,383,156,69,158
142,7,407,236,37,54,387,156,72,158
142,8,478,144,63,46,387,156,72,158
143,5,497,207,27,74,404,146,72,166
143,7,420,233,39,63,404,146,72,166
143,8,482,131,44,51,404,146,72,166
144,5,497,207,27,71,399,146,74,166
144,7,419,230,38,66,399,146,74,166
144,8,480,132,47,53,399,146,74,166
145,5,497,213,27,67,403,146,77,166
145,7,420,233,38,63,403,146,77,166
145,8,482,131,44,51,403,146,77,166
146,5,497,215,28,66,425,141,65,171
146,8,489,128,37,53,425,141,65,171
147,5,494,215,30,66,430,139,62,174
147,8,492,125,36,58,430,139,62,174
148,5,494,215,30,67,432,138,61,176
148,8,489,127,41,56,432,138,61,176
149,5,484,215,43,68,438,137,57,176
149,8,493,127,41,86,438,137,57,176
150,5,497,216,30,68,440,137,55,176
150,8,493,127,44,85,440,137,55,176
151,5,487,216,40,68,443,137,55,175
151,8,495,127,45,110,443,137,55,175
151,11,474,135,26,66,443,137,55,175
152,5,488,216,40,68,442,137,56,174
152,8,496,127,45,110,442,137,56,174
152,11,473,135,27,65,442,137,56,174
152,12,447,177,35,35,442,137,56,174
153,5,489,217,41,68,443,135,56,174
153,8,499,127,45,110,443,135,56,174
153,11,473,133,29,67,443,135,56,174
153,12,447,177,35,35,443,135,56,174
154,5,490,217,40,68,443,134,56,176
154,8,501,127,43,110,443,134,56,176
154,11,473,132,29,69,443,134,56,176
154,12,448,177,34,35,443,134,56,176
155,5,491,217,39,67,442,134,58,176
155,8,503,127,41,109,442,134,58,176
155,11,473,132,29,69,442,134,58,176
155,12,448,176,34,36,442,134,58,176
156,5,492,217,38,67,442,134,59,176
156,8,504,127,39,109,442,134,59,176
156,11,473,132,31,69,442,134,59,176
157,5,492,217,38,68,442,134,59,176
157,8,505,127,38,109,442,134,59,176
157,11,473,131,31,70,442,134,59,176
158,5,492,217,38,68,442,133,59,176
158,8,506,127,37,108,442,133,59,176
158,11,473,131,31,70,442,133,59,176
159,5,493,217,37,68,442,132,59,178
159,8,506,127,36,87,442,132,59,178
159,11,476,131,29,70,442,132,59,178
160,5,493,217,37,68,442,132,59,178
160,8,506,127,35,87,442,132,59,178
160,11,476,131,30,70,442,132,59,178
161,5,493,217,37,69,442,132,59,178
161,8,506,127,34,85,442,132,59,178
161,11,476,130,30,70,442,132,59,178
162,5,495,217,35,69,442,132,59,178
162,8,505,127,34,84,442,132,59,178
162,11,480,130,26,70,442,132,59,178
163,5,497,218,33,67,442,130,59,181
163,8,505,127,33,77,442,130,59,181
163,11,480,129,26,71,442,130,59,181
164,5,498,218,31,67,442,130,59,181
164,8,504,127,33,75,442,130,59,181
164,11,482,129,24,71,442,130,59,181
165,5,498,218,31,68,440,130,59,181
165,8,504,127,32,58,440,130,59,181
165,11,480,130,26,69,440,130,59,181
166,5,498,223,31,63,440,130,58,181
166,8,504,127,31,54,440,130,58,181
166,11,478,130,27,69,440,130,58,181
167,5,498,223,31,63,440,130,56,181
167,8,503,127,31,54,440,130,56,181
167,11,477,130,27,69,440,130,56,181
168,5,498,221,31,63,439,130,55,181
168,8,503,127,30,54,439,130,55,181
168,11,483,134,21,65,439,130,55,181
169,5,497,215,32,69,439,129,55,183
169,8,503,127,30,54,439,129,55,183
169,11,473,134,30,63,439,129,55,183
170,5,496,214,33,70,438,129,55,183
170,8,502,127,31,54,438,129,55,183
170,11,472,135,30,59,438,129,55,183
171,5,494,212,36,71,436,129,55,183
171,8,501,126,31,55,436,129,55,183
172,5,491,214,39,69,435,130,55,183
173,5,490,214,40,68,432,130,55,183
173,11,434,229,22,64,432,130,55,183
174,5,490,214,40,68,431,130,55,183
174,11,434,229,21,63,431,130,55,183
175,5,490,207,39,75,429,130,57,184
175,11,433,229,22,64,429,130,57,184
176,5,490,214,39,65,428,129,59,185
176,11,433,229,22,64,428,129,59,185
177,11,432,229,23,63,427,129,59,185
178,11,434,229,21,63,427,128,59,185
179,11,434,229,21,63,427,128,59,185
180,11,434,229,21,63,427,127,59,186
181,8,473,133,36,45,426,127,59,186
181,11,434,229,21,63,426,127,59,186
182,8,471,131,37,47,429,127,56,186
182,11,436,232,19,60,429,127,56,186
183,8,470,130,34,47,429,126,56,188
196,13,430,232,20,53,441,123,45,195
197,13,427,228,23,57,441,123,45,195
198,13,426,227,23,58,440,123,44,195
199,13,423,226,26,59,438,123,44,195
200,13,421,227,28,58,438,123,44,195
201,13,417,227,31,58,438,123,44,195
202,13,414,227,24,58,436,123,44,195
202,14,414,148,30,35,436,123,44,195
203,14,413,147,30,38,436,123,44,195
204,13,414,227,20,58,435,123,44,195
204,14,411,147,30,36,435,123,44,195
205,13,412,228,19,57,434,123,44,195
208,14,395,147,29,35,427,124,44,194
209,14,393,145,28,36,424,124,44,194
210,13,417,236,26,52,407,122,44,194
210,14,367,146,25,50,407,122,44,194
211,13,414,232,27,39,404,122,44,197
212,13,412,232,27,39,403,122,44,200
213,14,349,145,28,38,400,122,44,202
214,14,343,124,33,59,401,122,42,202
215,14,340,125,32,57,400,122,42,202
216,13,417,233,21,67,399,122,43,202
216,14,338,125,32,57,399,122,43,202
217,13,417,233,21,67,398,122,43,202
217,14,340,125,26,57,398,122,43,202
218,13,417,233,20,67,397,122,43,203
218,14,339,125,25,57,397,122,43,203
219,13,417,233,20,67,395,122,44,203
220,13,418,233,18,67,394,122,44,203
240,15,251,127,42,107,350,124,46,198
241,15,250,127,42,106,349,124,46,198
242,15,248,128,44,105,341,123,48,200
243,15,247,129,45,105,338,123,48,201
243,16,263,197,19,76,338,123,48,201
244,15,246,129,46,107,335,123,48,201
244,16,261,196,22,77,335,123,48,201
245,15,245,129,47,144,330,123,48,201
246,15,245,129,47,147,329,123,48,201
247,15,244,128,51,148,325,123,48,203
248,15,244,127,52,149,323,123,48,203
249,15,243,127,53,149,321,123,48,204
250,15,240,125,54,147,318,123,48,204
251,15,239,124,54,147,316,123,48,206
252,15,238,123,54,149,314,123,53,206
253,15,235,121,54,151,312,123,53,206
254,15,234,123,54,150,310,123,53,206
255,15,233,123,55,150,306,123,53,206
256,15,232,124,56,149,302,119,53,210
257,15,230,124,58,149,298,119,54,210
258,15,227,125,60,150,293,118,58,211
259,15,226,125,56,150,290,117,58,211
260,15,225,124,56,152,286,118,58,210
261,15,221,120,60,157,284,119,58,209
262,15,218,117,62,160,279,120,58,209
263,15,215,116,57,130,275,122,58,209
263,17,225,221,50,57,275,122,58,209
263,18,175,182,38,62,275,122,58,209
264,15,213,115,60,162,272,122,58,209
264,18,175,172,37,72,272,122,58,209
265,15,211,115,61,162,268,122,58,209
265,18,175,172,35,74,268,122,58,209
266,15,208,115,65,163,266,118,58,212
266,17,269,245,18,73,266,118,58,212
266,18,175,165,34,94,266,118,58,212
267,15,205,115,66,163,262,118,58,212
267,17,267,244,19,74,262,118,58,212
267,18,175,160,32,72,262,118,58,212
268,15,202,115,68,164,260,118,58,212
268,17,266,245,20,73,260,118,58,212
268,18,176,142,38,90,260,118,58,212
269,15,201,115,68,164,259,117,58,214
269,17,265,246,35,72,259,117,58,214
269,18,175,163,31,70,259,117,58,214
